246870	1	2	7200	10800
196239	1	2	7200	10800
216350	1	2	7200	10800
272592	1	2	7200	10800
392641	2	3	10800	14400
384009	2	3	10800	14400
448051	2	3	10800	14400
447976	2	3	10800	14400
447962	2	3	10800	14400
703974	3	4	14400	18000
656027	3	4	14400	18000
624070	3	4	14400	18000
656037	3	4	14400	18000
1056040	4	5	18000	21600
1008012	4	5	18000	21600
991954	4	5	18000	21600
1024011	4	5	18000	21600
1008044	4	5	18000	21600
1487986	5	6	21600	25200
1456008	5	6	21600	25200
1456016	5	6	21600	25200
1471976	5	6	21600	25200
1487968	5	6	21600	25200
2144071	6	7	25200	28800
2160006	6	7	25200	28800
2112067	6	7	25200	28800
2128061	6	7	25200	28800
2160036	6	7	25200	28800
2992052	7	8	28800	32400
3056031	7	8	28800	32400
3023998	7	8	28800	32400
2976009	7	8	28800	32400
3040028	7	8	28800	32400
4160012	8	9	32400	36000
4144005	8	9	32400	36000
4160037	8	9	32400	36000
4175998	8	9	32400	36000
4143992	8	9	32400	36000
5680014	9	10	36000	39600
5696044	9	10	36000	39600
5744020	9	10	36000	39600
5712080	9	10	36000	39600
5680092	9	10	36000	39600
7696063	10	11	39600	43200
7680041	10	11	39600	43200
7728020	10	11	39600	43200
7744055	10	11	39600	43200
7743994	10	11	39600	43200
